Transaction ID,Date,Product ID,Product Name,Product Type,Quantity Sold,Unit Price,Total Sales Amount,Customer ID,Customer Age,Customer Gender,Customer Location,Payment Method,Discount Applied
T2430,26-10-2022,P002,Multivitamin Tablet,Supplement,2,15,30,C2430,55,Male,Miami,Cash,15%
T3485,26-10-2022,P045,Vitamin C Serum,Skincare,5,25,125,C3485,33,Male,Seattle,Debit Card,15%
T3217,26-10-2022,P006,Cough Drops,Medicine,3,2.5,7.5,C3217,31,Female,Chicago,Debit Card,5%
T0297,27-10-2022,P030,Heart Health Supplement,Supplement,4,35,140,C0297,59,Male,Boston,Credit Card,10%
T3229,27-10-2022,P039,Nasal Spray,Medicine,3,8,24,C3229,25,Male,Los Angeles,Cash,5%
T2111,28-10-2022,P029,Zinc Supplement,Supplement,5,10,50,C2111,43,Female,Houston,Debit Card,10%
T2458,29-10-2022,P013,Probiotic Supplement,Supplement,1,20,20,C2458,21,Male,San Francisco,Credit Card,10%
T3657,29-10-2022,P044,Joint Health Tablets,Supplement,5,32,160,C3657,64,Female,Chicago,Credit Card,5%
T1953,30-10-2022,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C1953,53,Female,New York,Cash,5%
T4932,30-10-2022,P021,Hand Sanitizer,Hygiene,2,3,6,C4932,32,Female,Miami,Credit Card,10%
T2444,30-10-2022,P025,Eye Drops,Medicine,4,12,48,C2444,49,Female,Boston,Credit Card,10%
T4901,31-10-2022,P027,All-Purpose Ointment,Medicine,1,6,6,C4901,45,Male,San Francisco,Cash,15%
T4882,31-10-2022,P014,Calcium Tablets,Supplement,3,15,45,C4882,28,Male,Chicago,Cash,0%
T0812,31-10-2022,P042,Green Tea Capsules,Supplement,5,10,50,C0812,48,Female,Miami,Debit Card,5%
T4061,01-11-2022,P046,Sunblock Cream,Skincare,2,20,40,C4061,38,Male,San Francisco,Credit Card,5%
T0041,02-11-2022,P026,Muscle Relaxant Cream,Medicine,3,25,75,C0041,64,Male,Denver,Debit Card,0%
T2150,02-11-2022,P015,Protein Powder,Nutrition,2,25,50,C2150,30,Male,New York,Credit Card,5%
T1817,02-11-2022,P031,Hydration Powder,Nutrition,4,7,28,C1817,30,Female,Chicago,Cash,5%
T0851,02-11-2022,P028,Omega-3 Capsules,Supplement,2,22,44,C0851,57,Female,Denver,Credit Card,5%
T0573,03-11-2022,P029,Zinc Supplement,Supplement,5,10,50,C0573,44,Male,Boston,Cash,5%
T0285,04-11-2022,P025,Eye Drops,Medicine,2,12,24,C0285,32,Male,New York,Cash,10%
T3303,05-11-2022,P001,Pain Relief Capsule,Medicine,1,10,10,C3303,56,Male,Houston,Cash,15%
T4605,06-11-2022,P015,Protein Powder,Nutrition,2,25,50,C4605,41,Female,Houston,Debit Card,5%
T4494,06-11-2022,P023,Acne Treatment Gel,Skincare,4,16,64,C4494,48,Female,New York,Mobile Payment,15%
T4211,07-11-2022,P043,Pain Relief Patch,Medicine,3,7,21,C4211,51,Female,Miami,Cash,15%
T3978,07-11-2022,P019,Aloe Vera Gel,Skincare,2,8,16,C3978,29,Female,Boston,Mobile Payment,0%
T0295,07-11-2022,P036,Tea Tree Oil,Skincare,3,12,36,C0295,61,Male,Denver,Debit Card,0%
T3614,07-11-2022,P044,Joint Health Tablets,Supplement,5,32,160,C3614,23,Female,Los Angeles,Debit Card,10%
T2279,08-11-2022,P035,Anti-Wrinkle Cream,Skincare,1,45,45,C2279,60,Male,Seattle,Cash,5%
T2855,08-11-2022,P021,Hand Sanitizer,Hygiene,4,3,12,C2855,53,Female,San Francisco,Credit Card,15%
T4302,09-11-2022,P007,Diabetic Test Strips,Medical Equipment,2,50,100,C4302,52,Male,Chicago,Mobile Payment,10%
T2296,09-11-2022,P007,Diabetic Test Strips,Medical Equipment,1,50,50,C2296,44,Male,New York,Cash,0%
T2885,09-11-2022,P044,Joint Health Tablets,Supplement,4,32,128,C2885,51,Female,Seattle,Cash,0%
T1174,10-11-2022,P039,Nasal Spray,Medicine,4,8,32,C1174,32,Male,Los Angeles,Mobile Payment,5%
T0203,10-11-2022,P015,Protein Powder,Nutrition,5,25,125,C0203,59,Female,Houston,Cash,0%
T3624,10-11-2022,P017,Anti-Dandruff Shampoo,Haircare,5,14,70,C3624,19,Male,San Francisco,Cash,10%
T2901,10-11-2022,P045,Vitamin C Serum,Skincare,4,25,100,C2901,57,Female,Miami,Cash,0%
T3992,11-11-2022,P007,Diabetic Test Strips,Medical Equipment,2,50,100,C3992,25,Female,Houston,Mobile Payment,10%
T2780,11-11-2022,P017,Anti-Dandruff Shampoo,Haircare,4,14,56,C2780,40,Female,Houston,Cash,5%
T2774,11-11-2022,P018,Moisturizing Lotion,Skincare,5,18,90,C2774,43,Female,Seattle,Cash,10%
T1830,11-11-2022,P038,Liver Health Supplement,Supplement,5,20,100,C1830,31,Female,Denver,Mobile Payment,10%
T4312,11-11-2022,P018,Moisturizing Lotion,Skincare,4,18,72,C4312,38,Male,Miami,Mobile Payment,5%
T1140,11-11-2022,P009,Antibacterial Handwash,Hygiene,2,5,10,C1140,65,Female,New York,Debit Card,15%
T3919,11-11-2022,P027,All-Purpose Ointment,Medicine,2,6,12,C3919,61,Male,Boston,Mobile Payment,15%
T2951,11-11-2022,P039,Nasal Spray,Medicine,3,8,24,C2951,21,Female,San Francisco,Credit Card,15%
T4733,12-11-2022,P035,Anti-Wrinkle Cream,Skincare,4,45,180,C4733,63,Male,Boston,Cash,0%
T3056,12-11-2022,P019,Aloe Vera Gel,Skincare,1,8,8,C3056,32,Male,Denver,Credit Card,5%
T1441,13-11-2022,P026,Muscle Relaxant Cream,Medicine,1,25,25,C1441,22,Female,Seattle,Cash,5%
T2440,13-11-2022,P019,Aloe Vera Gel,Skincare,4,8,32,C2440,44,Male,Miami,Mobile Payment,10%
T3503,14-11-2022,P011,Herbal Shampoo,Haircare,4,12,48,C3503,28,Female,Boston,Credit Card,5%
T0764,14-11-2022,P018,Moisturizing Lotion,Skincare,4,18,72,C0764,62,Female,New York,Credit Card,5%
T3979,14-11-2022,P035,Anti-Wrinkle Cream,Skincare,3,45,135,C3979,63,Male,Los Angeles,Debit Card,0%
T3660,15-11-2022,P008,Fish Oil Capsules,Supplement,1,18,18,C3660,51,Male,Los Angeles,Mobile Payment,5%
T1143,15-11-2022,P016,Energy Drink,Beverage,3,5,15,C1143,27,Female,Miami,Mobile Payment,0%
T2378,16-11-2022,P034,Hair Growth Serum,Haircare,3,28,84,C2378,40,Male,Miami,Credit Card,5%
T4376,16-11-2022,P035,Anti-Wrinkle Cream,Skincare,1,45,45,C4376,56,Male,Los Angeles,Cash,15%
T0135,16-11-2022,P018,Moisturizing Lotion,Skincare,4,18,72,C0135,39,Female,Chicago,Cash,10%
T1438,17-11-2022,P034,Hair Growth Serum,Haircare,5,28,140,C1438,41,Female,New York,Debit Card,5%
T4165,17-11-2022,P015,Protein Powder,Nutrition,3,25,75,C4165,26,Male,New York,Cash,10%
T2015,17-11-2022,P045,Vitamin C Serum,Skincare,5,25,125,C2015,45,Male,Seattle,Cash,0%
T1014,17-11-2022,P010,Lip Balm,Skincare,5,7,35,C1014,61,Female,Boston,Credit Card,5%
T4889,18-11-2022,P016,Energy Drink,Beverage,4,5,20,C4889,50,Female,Chicago,Debit Card,10%
T0211,18-11-2022,P033,Foot Cream,Skincare,1,15,15,C0211,35,Female,Boston,Credit Card,5%
T4306,18-11-2022,P024,Collagen Powder,Supplement,4,30,120,C4306,31,Male,Denver,Mobile Payment,0%
T0814,19-11-2022,P024,Collagen Powder,Supplement,1,30,30,C0814,38,Male,Denver,Cash,10%
T2559,19-11-2022,P014,Calcium Tablets,Supplement,1,15,15,C2559,58,Male,San Francisco,Credit Card,10%
T3505,19-11-2022,P009,Antibacterial Handwash,Hygiene,5,5,25,C3505,53,Male,New York,Credit Card,0%
T2966,19-11-2022,P013,Probiotic Supplement,Supplement,3,20,60,C2966,36,Female,Chicago,Credit Card,5%
T1855,20-11-2022,P025,Eye Drops,Medicine,5,12,60,C1855,18,Male,Los Angeles,Credit Card,0%
T3100,20-11-2022,P023,Acne Treatment Gel,Skincare,5,16,80,C3100,65,Female,Boston,Debit Card,15%
T3905,20-11-2022,P009,Antibacterial Handwash,Hygiene,1,5,5,C3905,21,Female,Boston,Mobile Payment,0%
T4666,20-11-2022,P042,Green Tea Capsules,Supplement,3,10,30,C4666,24,Female,Denver,Cash,15%
T1044,21-11-2022,P019,Aloe Vera Gel,Skincare,2,8,16,C1044,56,Male,San Francisco,Debit Card,10%
T0278,22-11-2022,P032,Caffeine Pills,Supplement,2,5,10,C0278,58,Female,San Francisco,Credit Card,5%
T2085,22-11-2022,P019,Aloe Vera Gel,Skincare,4,8,32,C2085,20,Female,Seattle,Credit Card,10%
T3775,23-11-2022,P030,Heart Health Supplement,Supplement,5,35,175,C3775,35,Female,Denver,Credit Card,10%
T4644,23-11-2022,P036,Tea Tree Oil,Skincare,5,12,60,C4644,42,Male,Chicago,Credit Card,15%
T1231,23-11-2022,P039,Nasal Spray,Medicine,1,8,8,C1231,48,Male,Chicago,Cash,10%
T4836,23-11-2022,P044,Joint Health Tablets,Supplement,3,32,96,C4836,56,Male,Miami,Cash,15%
T0837,23-11-2022,P013,Probiotic Supplement,Supplement,5,20,100,C0837,34,Female,New York,Credit Card,10%
T0386,24-11-2022,P022,Toothpaste,Hygiene,5,4,20,C0386,40,Male,New York,Debit Card,0%
T4295,25-11-2022,P025,Eye Drops,Medicine,1,12,12,C4295,24,Female,Seattle,Credit Card,10%
T0119,25-11-2022,P039,Nasal Spray,Medicine,2,8,16,C0119,35,Female,Miami,Credit Card,5%
T3457,26-11-2022,P034,Hair Growth Serum,Haircare,2,28,56,C3457,65,Male,Seattle,Credit Card,5%
T1859,26-11-2022,P010,Lip Balm,Skincare,5,7,35,C1859,37,Female,Los Angeles,Mobile Payment,0%
T1330,27-11-2022,P029,Zinc Supplement,Supplement,5,10,50,C1330,35,Female,Boston,Debit Card,15%
T2894,27-11-2022,P012,Organic Face Wash,Skincare,5,10,50,C2894,23,Female,Seattle,Mobile Payment,15%
T3640,28-11-2022,P035,Anti-Wrinkle Cream,Skincare,5,45,225,C3640,48,Male,San Francisco,Mobile Payment,0%
T2973,28-11-2022,P048,Hydrocortisone Cream,Medicine,3,5,15,C2973,33,Male,Chicago,Mobile Payment,15%
T1277,28-11-2022,P044,Joint Health Tablets,Supplement,4,32,128,C1277,63,Male,Chicago,Credit Card,5%
T1253,29-11-2022,P047,Coconut Oil,Haircare,4,12,48,C1253,51,Female,Boston,Credit Card,0%
T1575,30-11-2022,P032,Caffeine Pills,Supplement,2,5,10,C1575,23,Female,Chicago,Cash,0%
T1503,30-11-2022,P020,Elderberry Syrup,Medicine,5,22,110,C1503,32,Female,Los Angeles,Mobile Payment,10%
T3024,01-12-2022,P006,Cough Drops,Medicine,2,2.5,5,C3024,60,Female,Los Angeles,Credit Card,10%
T1618,01-12-2022,P028,Omega-3 Capsules,Supplement,1,22,22,C1618,62,Female,Houston,Credit Card,15%
T2304,01-12-2022,P024,Collagen Powder,Supplement,2,30,60,C2304,41,Male,Seattle,Cash,15%
T3573,01-12-2022,P015,Protein Powder,Nutrition,4,25,100,C3573,46,Male,Seattle,Mobile Payment,10%
T1408,01-12-2022,P009,Antibacterial Handwash,Hygiene,2,5,10,C1408,45,Female,Chicago,Mobile Payment,10%
T3741,02-12-2022,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C3741,36,Male,Denver,Debit Card,10%
T2969,02-12-2022,P025,Eye Drops,Medicine,2,12,24,C2969,30,Female,New York,Credit Card,10%
T3700,02-12-2022,P019,Aloe Vera Gel,Skincare,3,8,24,C3700,56,Female,Boston,Credit Card,0%
T2663,02-12-2022,P050,Ear Drops,Medicine,4,6,24,C2663,38,Male,Miami,Credit Card,10%
T1206,02-12-2022,P021,Hand Sanitizer,Hygiene,4,3,12,C1206,64,Female,New York,Debit Card,15%
T2326,03-12-2022,P043,Pain Relief Patch,Medicine,1,7,7,C2326,22,Female,Seattle,Mobile Payment,0%
T2054,03-12-2022,P050,Ear Drops,Medicine,2,6,12,C2054,50,Female,New York,Credit Card,0%
T0538,03-12-2022,P017,Anti-Dandruff Shampoo,Haircare,2,14,28,C0538,51,Male,Miami,Cash,10%
T0626,03-12-2022,P039,Nasal Spray,Medicine,5,8,40,C0626,59,Female,New York,Debit Card,0%
T3590,04-12-2022,P044,Joint Health Tablets,Supplement,3,32,96,C3590,26,Female,Boston,Credit Card,5%
T3093,05-12-2022,P029,Zinc Supplement,Supplement,1,10,10,C3093,58,Male,San Francisco,Credit Card,10%
T0175,06-12-2022,P017,Anti-Dandruff Shampoo,Haircare,2,14,28,C0175,20,Female,Chicago,Mobile Payment,15%
T3023,07-12-2022,P020,Elderberry Syrup,Medicine,3,22,66,C3023,42,Female,Denver,Cash,0%
T4336,07-12-2022,P033,Foot Cream,Skincare,1,15,15,C4336,61,Female,Los Angeles,Cash,10%
T2596,08-12-2022,P012,Organic Face Wash,Skincare,5,10,50,C2596,54,Female,Chicago,Credit Card,15%
T3175,08-12-2022,P048,Hydrocortisone Cream,Medicine,5,5,25,C3175,24,Female,San Francisco,Credit Card,5%
T2043,08-12-2022,P049,Antifungal Powder,Medicine,5,10,50,C2043,34,Female,Boston,Mobile Payment,15%
T3910,09-12-2022,P019,Aloe Vera Gel,Skincare,1,8,8,C3910,60,Female,Houston,Mobile Payment,0%
T2281,10-12-2022,P048,Hydrocortisone Cream,Medicine,2,5,10,C2281,56,Male,New York,Debit Card,5%
T0237,10-12-2022,P005,Vitamin D3 Supplement,Supplement,2,12,24,C0237,51,Male,San Francisco,Credit Card,15%
T2613,10-12-2022,P032,Caffeine Pills,Supplement,3,5,15,C2613,23,Female,New York,Cash,10%
T2943,10-12-2022,P006,Cough Drops,Medicine,5,2.5,12.5,C2943,23,Female,New York,Mobile Payment,15%
T1098,10-12-2022,P002,Multivitamin Tablet,Supplement,3,15,45,C1098,47,Female,Boston,Mobile Payment,10%
T0066,10-12-2022,P027,All-Purpose Ointment,Medicine,5,6,30,C0066,27,Male,New York,Mobile Payment,0%
T1165,11-12-2022,P029,Zinc Supplement,Supplement,2,10,20,C1165,59,Female,Chicago,Debit Card,5%
T1623,11-12-2022,P039,Nasal Spray,Medicine,1,8,8,C1623,27,Female,New York,Credit Card,10%
T0638,11-12-2022,P001,Pain Relief Capsule,Medicine,5,10,50,C0638,34,Male,Seattle,Debit Card,5%
T4292,12-12-2022,P026,Muscle Relaxant Cream,Medicine,2,25,50,C4292,19,Female,Denver,Debit Card,5%
T4566,13-12-2022,P025,Eye Drops,Medicine,5,12,60,C4566,57,Male,Chicago,Cash,5%
T2105,14-12-2022,P009,Antibacterial Handwash,Hygiene,2,5,10,C2105,59,Female,Boston,Mobile Payment,10%
T1168,14-12-2022,P050,Ear Drops,Medicine,4,6,24,C1168,54,Female,Denver,Cash,5%
T0217,14-12-2022,P017,Anti-Dandruff Shampoo,Haircare,5,14,70,C0217,47,Male,Los Angeles,Debit Card,15%
T1196,14-12-2022,P044,Joint Health Tablets,Supplement,4,32,128,C1196,32,Female,Seattle,Cash,5%
T3012,14-12-2022,P031,Hydration Powder,Nutrition,5,7,35,C3012,36,Male,Seattle,Debit Card,15%
T3827,16-12-2022,P043,Pain Relief Patch,Medicine,1,7,7,C3827,36,Male,Houston,Debit Card,10%
T2041,16-12-2022,P016,Energy Drink,Beverage,4,5,20,C2041,28,Female,Seattle,Credit Card,0%
T1786,16-12-2022,P042,Green Tea Capsules,Supplement,4,10,40,C1786,58,Male,Denver,Debit Card,10%
T2598,16-12-2022,P038,Liver Health Supplement,Supplement,5,20,100,C2598,42,Female,San Francisco,Cash,0%
T2603,16-12-2022,P033,Foot Cream,Skincare,3,15,45,C2603,27,Female,Miami,Mobile Payment,5%
T1555,17-12-2022,P016,Energy Drink,Beverage,2,5,10,C1555,51,Female,Denver,Debit Card,5%
T0475,17-12-2022,P016,Energy Drink,Beverage,3,5,15,C0475,45,Male,Boston,Cash,0%
T2531,18-12-2022,P015,Protein Powder,Nutrition,4,25,100,C2531,63,Female,Chicago,Mobile Payment,5%
T4080,18-12-2022,P038,Liver Health Supplement,Supplement,4,20,80,C4080,62,Female,Houston,Cash,15%
T0034,18-12-2022,P035,Anti-Wrinkle Cream,Skincare,5,45,225,C0034,50,Female,Houston,Debit Card,5%
T1478,18-12-2022,P014,Calcium Tablets,Supplement,4,15,60,C1478,52,Male,Denver,Debit Card,0%
T0956,20-12-2022,P023,Acne Treatment Gel,Skincare,4,16,64,C0956,59,Female,Denver,Debit Card,0%
T2592,20-12-2022,P043,Pain Relief Patch,Medicine,1,7,7,C2592,33,Male,Miami,Debit Card,5%
T3667,22-12-2022,P045,Vitamin C Serum,Skincare,5,25,125,C3667,55,Female,New York,Mobile Payment,0%
T1770,22-12-2022,P037,Natural Deodorant,Hygiene,3,9,27,C1770,27,Male,Denver,Cash,10%
T2289,23-12-2022,P023,Acne Treatment Gel,Skincare,2,16,32,C2289,22,Male,Seattle,Credit Card,10%
T2949,23-12-2022,P027,All-Purpose Ointment,Medicine,2,6,12,C2949,37,Male,New York,Debit Card,5%
T4116,23-12-2022,P021,Hand Sanitizer,Hygiene,2,3,6,C4116,48,Male,Houston,Mobile Payment,5%
T4859,24-12-2022,P022,Toothpaste,Hygiene,5,4,20,C4859,58,Female,Seattle,Credit Card,15%
T2965,24-12-2022,P040,Hair Conditioner,Haircare,4,13,52,C2965,28,Male,Boston,Debit Card,5%
T1353,24-12-2022,P034,Hair Growth Serum,Haircare,5,28,140,C1353,65,Female,Los Angeles,Credit Card,5%
T4188,24-12-2022,P038,Liver Health Supplement,Supplement,4,20,80,C4188,48,Female,New York,Debit Card,5%
T4821,25-12-2022,P042,Green Tea Capsules,Supplement,5,10,50,C4821,28,Male,Houston,Debit Card,0%
T4035,25-12-2022,P048,Hydrocortisone Cream,Medicine,5,5,25,C4035,40,Female,Miami,Cash,0%
T3219,25-12-2022,P001,Pain Relief Capsule,Medicine,3,10,30,C3219,23,Female,San Francisco,Cash,0%
T3077,25-12-2022,P040,Hair Conditioner,Haircare,1,13,13,C3077,55,Male,Chicago,Mobile Payment,5%
T0011,25-12-2022,P004,Anti-Allergy Cream,Skincare,2,25,50,C0011,49,Male,Los Angeles,Cash,5%
T3222,26-12-2022,P009,Antibacterial Handwash,Hygiene,1,5,5,C3222,36,Male,New York,Debit Card,0%
T0802,26-12-2022,P028,Omega-3 Capsules,Supplement,3,22,66,C0802,61,Female,Boston,Mobile Payment,10%
T1726,27-12-2022,P019,Aloe Vera Gel,Skincare,2,8,16,C1726,48,Female,Los Angeles,Credit Card,0%
T2845,27-12-2022,P024,Collagen Powder,Supplement,2,30,60,C2845,50,Male,Boston,Debit Card,5%
T0536,27-12-2022,P021,Hand Sanitizer,Hygiene,3,3,9,C0536,47,Female,Seattle,Credit Card,10%
T2495,27-12-2022,P042,Green Tea Capsules,Supplement,3,10,30,C2495,49,Male,Denver,Debit Card,10%
T4883,28-12-2022,P028,Omega-3 Capsules,Supplement,2,22,44,C4883,61,Male,Houston,Credit Card,15%
T1778,28-12-2022,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C1778,54,Female,Houston,Cash,0%
T4026,29-12-2022,P016,Energy Drink,Beverage,5,5,25,C4026,65,Male,Los Angeles,Debit Card,15%
T1874,29-12-2022,P037,Natural Deodorant,Hygiene,2,9,18,C1874,19,Female,Denver,Debit Card,5%
T0133,29-12-2022,P005,Vitamin D3 Supplement,Supplement,2,12,24,C0133,43,Female,Los Angeles,Cash,15%
T3063,29-12-2022,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C3063,39,Female,Houston,Cash,15%
T0450,29-12-2022,P008,Fish Oil Capsules,Supplement,4,18,72,C0450,25,Female,San Francisco,Mobile Payment,15%
T0443,29-12-2022,P036,Tea Tree Oil,Skincare,5,12,60,C0443,28,Male,Seattle,Mobile Payment,0%
T0254,30-12-2022,P020,Elderberry Syrup,Medicine,2,22,44,C0254,53,Male,Chicago,Cash,5%
T0828,30-12-2022,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C0828,37,Female,Denver,Credit Card,0%
T3926,30-12-2022,P028,Omega-3 Capsules,Supplement,5,22,110,C3926,63,Male,Seattle,Cash,0%
T0054,02-01-2023,P013,Probiotic Supplement,Supplement,5,20,100,C0054,65,Male,Denver,Cash,5%
T4824,02-01-2023,P019,Aloe Vera Gel,Skincare,5,8,40,C4824,49,Male,Chicago,Mobile Payment,5%
T4971,02-01-2023,P017,Anti-Dandruff Shampoo,Haircare,5,14,70,C4971,30,Female,Denver,Debit Card,10%
T3033,02-01-2023,P014,Calcium Tablets,Supplement,3,15,45,C3033,25,Male,Chicago,Debit Card,5%
T1291,02-01-2023,P040,Hair Conditioner,Haircare,5,13,65,C1291,61,Male,Miami,Credit Card,15%
T0112,03-01-2023,P025,Eye Drops,Medicine,2,12,24,C0112,54,Female,San Francisco,Credit Card,5%
T1439,03-01-2023,P008,Fish Oil Capsules,Supplement,5,18,90,C1439,54,Male,Los Angeles,Credit Card,0%
T0481,04-01-2023,P033,Foot Cream,Skincare,1,15,15,C0481,38,Female,San Francisco,Debit Card,10%
T2781,04-01-2023,P009,Antibacterial Handwash,Hygiene,4,5,20,C2781,34,Male,Los Angeles,Mobile Payment,10%
T2959,04-01-2023,P036,Tea Tree Oil,Skincare,5,12,60,C2959,64,Female,Chicago,Credit Card,0%
T3575,05-01-2023,P044,Joint Health Tablets,Supplement,3,32,96,C3575,36,Male,Seattle,Mobile Payment,0%
T3825,05-01-2023,P019,Aloe Vera Gel,Skincare,5,8,40,C3825,21,Male,Los Angeles,Cash,10%
T1122,07-01-2023,P044,Joint Health Tablets,Supplement,2,32,64,C1122,20,Male,Chicago,Cash,10%
T1886,07-01-2023,P004,Anti-Allergy Cream,Skincare,5,25,125,C1886,46,Male,San Francisco,Credit Card,0%
T0360,09-01-2023,P040,Hair Conditioner,Haircare,5,13,65,C0360,61,Female,New York,Mobile Payment,10%
T4189,10-01-2023,P010,Lip Balm,Skincare,1,7,7,C4189,51,Female,Boston,Debit Card,5%
T0357,10-01-2023,P031,Hydration Powder,Nutrition,3,7,21,C0357,52,Male,Los Angeles,Debit Card,5%
T0583,11-01-2023,P032,Caffeine Pills,Supplement,1,5,5,C0583,19,Female,Los Angeles,Debit Card,5%
T0372,11-01-2023,P036,Tea Tree Oil,Skincare,4,12,48,C0372,23,Female,Chicago,Mobile Payment,15%
T4921,12-01-2023,P034,Hair Growth Serum,Haircare,3,28,84,C4921,53,Female,Los Angeles,Debit Card,5%
T2034,13-01-2023,P031,Hydration Powder,Nutrition,3,7,21,C2034,48,Female,Boston,Mobile Payment,5%
T4911,13-01-2023,P039,Nasal Spray,Medicine,2,8,16,C4911,32,Male,Denver,Credit Card,10%
T1011,13-01-2023,P040,Hair Conditioner,Haircare,4,13,52,C1011,58,Female,Boston,Credit Card,10%
T4138,13-01-2023,P014,Calcium Tablets,Supplement,1,15,15,C4138,63,Female,Seattle,Mobile Payment,5%
T1928,13-01-2023,P015,Protein Powder,Nutrition,4,25,100,C1928,49,Female,New York,Mobile Payment,0%
T2489,14-01-2023,P036,Tea Tree Oil,Skincare,3,12,36,C2489,32,Female,San Francisco,Credit Card,5%
T4670,14-01-2023,P009,Antibacterial Handwash,Hygiene,3,5,15,C4670,42,Male,Chicago,Debit Card,5%
T3698,15-01-2023,P016,Energy Drink,Beverage,3,5,15,C3698,22,Female,Boston,Credit Card,15%
T1341,15-01-2023,P003,Cold Syrup,Medicine,4,8,32,C1341,50,Male,Seattle,Mobile Payment,10%
T0196,15-01-2023,P011,Herbal Shampoo,Haircare,5,12,60,C0196,59,Female,Denver,Credit Card,10%
T3679,15-01-2023,P040,Hair Conditioner,Haircare,2,13,26,C3679,53,Female,Miami,Debit Card,10%
T1516,15-01-2023,P020,Elderberry Syrup,Medicine,1,22,22,C1516,20,Female,San Francisco,Debit Card,0%
T2323,15-01-2023,P049,Antifungal Powder,Medicine,2,10,20,C2323,55,Male,Houston,Mobile Payment,10%
T4186,16-01-2023,P044,Joint Health Tablets,Supplement,3,32,96,C4186,35,Female,Denver,Debit Card,5%
T2406,16-01-2023,P016,Energy Drink,Beverage,4,5,20,C2406,33,Male,Houston,Credit Card,5%
T1248,17-01-2023,P016,Energy Drink,Beverage,2,5,10,C1248,38,Male,New York,Debit Card,15%
T4304,18-01-2023,P041,Digestive Enzymes,Supplement,1,18,18,C4304,39,Female,Houston,Cash,0%
T1733,18-01-2023,P037,Natural Deodorant,Hygiene,5,9,45,C1733,21,Male,San Francisco,Mobile Payment,0%
T4190,18-01-2023,P006,Cough Drops,Medicine,5,2.5,12.5,C4190,63,Female,Seattle,Debit Card,10%
T0671,19-01-2023,P048,Hydrocortisone Cream,Medicine,3,5,15,C0671,24,Female,Miami,Cash,15%
T1591,19-01-2023,P042,Green Tea Capsules,Supplement,1,10,10,C1591,37,Male,Houston,Mobile Payment,15%
T3970,20-01-2023,P043,Pain Relief Patch,Medicine,2,7,14,C3970,46,Female,New York,Credit Card,5%
T3744,20-01-2023,P019,Aloe Vera Gel,Skincare,5,8,40,C3744,41,Male,Houston,Credit Card,10%
T0537,20-01-2023,P046,Sunblock Cream,Skincare,3,20,60,C0537,28,Female,Denver,Credit Card,10%
T4725,21-01-2023,P018,Moisturizing Lotion,Skincare,4,18,72,C4725,61,Female,Houston,Cash,5%
T2875,21-01-2023,P040,Hair Conditioner,Haircare,5,13,65,C2875,18,Male,Houston,Credit Card,10%
T3562,21-01-2023,P036,Tea Tree Oil,Skincare,2,12,24,C3562,34,Male,New York,Cash,10%
T1460,21-01-2023,P031,Hydration Powder,Nutrition,2,7,14,C1460,48,Male,Los Angeles,Debit Card,5%
T0027,22-01-2023,P035,Anti-Wrinkle Cream,Skincare,4,45,180,C0027,63,Male,Houston,Cash,5%
T3538,22-01-2023,P039,Nasal Spray,Medicine,2,8,16,C3538,23,Male,Chicago,Cash,15%
T2379,22-01-2023,P037,Natural Deodorant,Hygiene,5,9,45,C2379,55,Male,Los Angeles,Cash,5%
T4522,23-01-2023,P038,Liver Health Supplement,Supplement,5,20,100,C4522,58,Female,Los Angeles,Cash,0%
T0523,23-01-2023,P045,Vitamin C Serum,Skincare,2,25,50,C0523,52,Male,Denver,Cash,10%
T2729,23-01-2023,P042,Green Tea Capsules,Supplement,4,10,40,C2729,46,Female,San Francisco,Debit Card,5%
T1699,23-01-2023,P042,Green Tea Capsules,Supplement,2,10,20,C1699,44,Male,Los Angeles,Cash,10%
T0440,24-01-2023,P018,Moisturizing Lotion,Skincare,1,18,18,C0440,50,Female,Denver,Credit Card,15%
T0617,24-01-2023,P010,Lip Balm,Skincare,3,7,21,C0617,27,Female,New York,Mobile Payment,15%
T2657,24-01-2023,P024,Collagen Powder,Supplement,3,30,90,C2657,61,Female,Los Angeles,Cash,0%
T2940,25-01-2023,P009,Antibacterial Handwash,Hygiene,2,5,10,C2940,43,Female,Seattle,Debit Card,15%
T1109,25-01-2023,P036,Tea Tree Oil,Skincare,4,12,48,C1109,51,Female,Houston,Cash,10%
T0514,25-01-2023,P007,Diabetic Test Strips,Medical Equipment,3,50,150,C0514,29,Male,New York,Debit Card,10%
T3340,26-01-2023,P027,All-Purpose Ointment,Medicine,4,6,24,C3340,61,Female,Chicago,Mobile Payment,5%
T4659,26-01-2023,P005,Vitamin D3 Supplement,Supplement,5,12,60,C4659,65,Male,Denver,Debit Card,0%
T2876,27-01-2023,P021,Hand Sanitizer,Hygiene,1,3,3,C2876,46,Male,Boston,Cash,5%
T2835,27-01-2023,P020,Elderberry Syrup,Medicine,3,22,66,C2835,31,Male,New York,Cash,0%
